"あ","ア"
"あかすいもん","赤水門"
"あかすかべい","あかすかべい"
"あかずきん","赤ずきん"
"あかずみ","赤墨"
"あかぜみ","アカゼミ"
"あかせん","赤線"
"あかせんくいき","赤線区域"
"あかせんちたい","赤線地帯"
"あがたえき","県駅"
"あかだな","閼伽棚"
"あがたはん","県藩"
"あかだまぽーとわいん","赤玉ポートワイン"
"あかだん","あか弾"
"あかちこり","赤チコリ"
"あかぢしゃ","アカヂシャ"
"あかちょうちん","赤ちょうちん"
"あかちょうちん","赤提灯"
"あかぢょうちん","赤提灯"
"あかちん","赤チン"
"あかつか","赤塚"
"あかつかえき","赤塚駅"
"あかつかしょくぶつえん","赤塚植物園"
"あかつかだいぶつ","赤塚大仏"
"あかつき","あかつき"
"あかったん","亜褐炭"
"あかつち","赤土"
"あがつま","吾妻"
"あがつまがわ","吾妻川"
"あがつまきょうこく","吾妻峡谷"
"あがつまぐん","吾妻郡"
"あがつままち","吾妻町"
"あかてす","アカテス"
"あがでず","アガデズ"
"あがでずけん","アガデズ県"
"あかでみあびじゅつかん","アカデミア美術館"
"あかでみーしょう","アカデミー賞"
"あかでら","赤寺"
"あかとう","あか筒"
"あかどう","赤堂"
"あかどう","赤胴"
"あかとくろ","赤と黒"
"あかどまりむら","赤泊村"
"あかとり","淦取り"
"あかとりしゃく","淦取り杓"
"あかとんぼ","赤とんぼ"
"あかとんぼ","赤蜻蛉"
"あかなす","赤ナス"
"あがにゃ","アガニャ"
"あかね","アカネ"
"あかね","茜"
"あかねいろ","茜色"
"あかねうら","茜裏"
"あかねさす","茜さす"
"あかねしきそ","アカネ色素"
"あがの","上野"
"あがの","吾野"
"あがの","阿賀野"
"あがのえき","吾野駅"
"あがのし","阿賀野市"
"あかのひろば","赤の広場"
"あかのまんま","アカノマンマ"
"あかのまんま","赤の飯"
"あがのやき","上野焼"
"あかば","アカバ"
"あかはげこふん","アカハゲ古墳"
"あかばしゅう","アカバ州"
"あかばす","赤バス"
"あかはたじけん","赤旗事件"
"あかばな","アカバナ"
"あかばな","赤花"
"あかはなのとなかい","赤鼻のトナカイ"
"あかばね","赤羽"
"あかばね","赤羽根"
"あかばねえき","赤羽駅"
"あかばねちょう","赤羽根町"
"あかばねばしえき","赤羽橋駅"
"あかはらいもり","アカハライモリ"
"あかばわん","アカバ湾"
"あかび","赤火"
"あかびらし","赤平市"
"あかふじょう","赤不浄"
"あかふだ","赤札"
"あかふだどう","赤札堂"
"あかふどう","赤不動"
"あかぷり","赤プリ"
"あかぷるこ","アカプルコ"
"あかべ","あかべ"
"あがべ","アガベ"
"あがぺー","アガペー"
"あかべえ","あかべえ"
"あかべた","赤ベタ"
"あかべら","アカベラ"
"あかぺら","アカペラ"
"あかへるぐんだん","赤ヘル軍団"
"あかほりえき","赤堀駅"
"あかぼりまち","赤堀町"
"あかほんまんが","赤本漫画"
"あかまい","アカマイ"
"あかまい","赤米"
"あかまがせき","赤馬関"
"あかまじんじゃ","赤間神社"
"あかまだら","アカマダラ"
"あがまち","阿賀町"
"あかまゆうすいち","赤麻遊水池"
"あかまんま","アカマンマ"
"あかまんま","赤飯"
"あかみ","赤身"
"あかみとり","朱鳥"
"あかみねえき","赤嶺駅"
"あかむつ","アカムツ"
"あかむつ","アカムツ"
"あかむら","赤村"
"あかめ","アカメ"
"あかめ","赤女"
"あかめいも","アカメイモ"
"あかめぐちえき","赤目口駅"
"あかめしじゅうはちたき","赤目四十八滝"
"あかめちこり","赤芽チコリ"
"あかめちょう","赤目町"
"あがめむのん","アガメムノン"
"あがもじぇねしす","アガモジェネシス"
"あかもん","赤門"
"あかもんは","赤門派"
"あかやき","赤焼き"
"あかゆおんせん","赤湯温泉"
"あからいさんみゃく","アカライ山脈"
"あがらすかいりゅう","アガラス海流"
"あがらすみさき","アガラス岬"
"あがらーぜ","アガラーゼ"
"あからなーた","アカラナータ"
"あかり","あかり"
"あがり","東"
"あがりかまち","上がり框"
"あがりがまち","上がり框"
"あがりざしき","揚がり座敷"
"あかりじょいん","明書院"
"あかりしょうじ","明障子"
"あかりそうじ","明障子"
"あかりどこ","明り床"
"あかりとり","明り取り"
"あかりまど","明り窓"
"あがる","アガル"
"あがーる","アガール"
"あかるきゅりあ","アカルキュリア"
"あかるさん","閼伽流山"
"あがるたら","アガルタラ"
"あかるひめ","阿加流比売"
"あかるひめのかみ","阿加流比売神"
"あがるまとらいと","アガルマトライト"
"あがろーす","アガロペクチン"
"あがろーす","アガロース"
"あがわ","吾川"
"あがわえき","阿川駅"
"あがわぐん","吾川郡"
"あがわむら","吾川村"
"あかん","阿寒"
"あかんぐん","阿寒郡"
"あかんこ","阿寒湖"
"あーかんそー","アーカンソー"
"あーかんそーぐん","アーカンソー郡"
"あーかんそーしてぃー","アーカンソーシティー"
"あーかんそーしゅう","アーカンソー州"
"あかんちょう","阿寒町"
"あかんべ","あかんべ"
"あかんべい","あかんべい"
"あかんべえ","あかんべえ"
"あき","安芸"
"あぎー","アギー"
"あきあじ","アキアジ"
"あぎあそふぃあ","アギアソフィア"
"あきう","秋保"
"あきうおんせん","秋保温泉"
"あきうこん","秋ウコン"
"あきうまち","秋保町"
"あきおおたちょう","安芸太田町"
"あぎおんおろす","アギオンオロス"
"あぎおんおろすけん","アギオンオロス県"
"あきかわし","秋川市"
"あきく","安芸区"
"あきぐるま","空き車"
"あきぐん","安芸郡"
"あきざくら","アキザクラ"
"あきさけ","秋鮭"
"あきざけ","秋鮭"
"あきさば","秋サバ"
"あきさる","秋さる"
"あきされ","秋され"
"あきざれ","秋ざれ"
"あきされば","秋されば"
"あきし","安芸市"
"あきし","秋師"
"あきしの","秋篠"
"あきしのでら","秋篠寺"
"あきしののみや","秋篠宮"
"あきしま","昭島"
"あきしまえき","昭島駅"
"あきしまし","昭島市"
"あきじゃけ","秋鮭"
"あきずしま","秋津洲"
"あきすとぜねこ","あきすとぜねこ"
"あぎすよんせい","アギス四世"
"あきぜみ","アキゼミ"
"あきた","秋田"
"あきた","飽田"
"あきたかたし","安芸高田市"
"あきたきたくうこう","あきた北空港"
"あきたくうこう","秋田空港"
"あきたぐん","飽田郡"
"あきたけいざいほうかだいがく","秋田経済法科大学"
"あきたけん","秋田犬"
"あきたけん","秋田県"
"あきたこま","秋田駒"
"あきたこまがたけ","秋田駒ヶ岳"
"あきたこまち","あきたこまち"
"あきたさきがけしんぽうしゃ","秋田魁新報社"
"あきたし","秋田市"
"あぎたじしゃきんばら","阿耆多翅舎欽婆羅"
"あきたじょう","秋田城"
"あきたじょうのすけのらん","秋田城介の乱"
"あきたしょてん","秋田書店"
"あきたしらかみえき","あきた白神駅"
"あきたしんかんせん","秋田新幹線"
"あきたしんようきんこ","秋田信用金庫"
"あきたすぎ","アキタスギ"
"あきただいがく","秋田大学"
"あきたつ","秋立つ"
"あきたにあ","アキタニア"
"あきたはん","秋田藩"
"あきたまち","飽田町"
"あきづき","秋月"
"あきづきのらん","秋月の乱"
"あきづきはん","秋月藩"
"あきつしま","秋津島"
"あきつしま","秋津洲"
"あきづしま","秋津洲"
"あきつちょう","秋津町"
"あきてーぬちいきけん","アキテーヌ地域圏"
"あきでもないのに","秋でもないのに"
"あぎに","阿耆尼"
"あきのぎんりょうそう","アキノギンリョウソウ"
"あきのくにいちのみや","安芸国一の宮"
"あきのななくさ","秋の七草"
"あきのにくすくるてに","アキノニクス・クルテニ"
"あきのひはつるべおとし","秋の日は釣瓶落とし"
"あきのゆき","秋の雪"
"あきはく","秋葉区"
"あきばさん","秋葉山"
"あきばしょ","秋場所"
"あきはばら","秋葉原"
"あきはばらえき","秋葉原駅"
"あきひとどめ","商人留"
"あきまち","安岐町"
"あきゃぶ","アキャブ"
"あきやまむら","秋山村"
"あきゅ","アキュ"
"あきゅういせき","阿久遺跡"
"あきゅむれーたー","アキュムレーター"
"あきゅら","アキュラ"
"あきよしどう","秋芳洞"
"あきら","ＡＫＩＲＡ"
"あきるのし","あきる野市"
"あきれうす","アキレウス"
"あきれす","アキレス"
"あきれすけん","アキレス腱"
"あきれすのかかと","アキレスのかかと"
"あく","アク"
"あーく","アーク"
"あーぐ","アーグ"
"あくあ","アクア"
"あぐあ","アグア"
"あくああるた","アクアアルタ"
"あくあえせくすてぃあえ","アクアエ・セクスティアエ"
"あくあく","アクアク"
"あくあびっと","アクアビット"
"あぐあふんぞく","アグアフン族"
"あくあまりん","アクアマリン"
"あくあらいん","アクアライン"
"あくあらんぐ","アクアラング"
"あくありあ","アクアリア"
"あくありうむ","アクアリウム"
"あぐあるなぞく","アグアルナ族"
"あくあれじあ","アクア・レジア"
"あくあろびくす","アクアロビクス"
"あくあろびっくす","アクアロビックス"
"あぐい","阿久比"
"あぐいえき","阿久比駅"
"あぐいちょう","阿久比町"
"あくいろ","灰汁色"
"あくえんあてん","アクエンアテン"
"あくおす","アクオス"
"あくおるだ","アク・オルダ"
"あくさ","アクサ"
"あくさ","アクサ"
"あくさ","アクサ"
"あくさい","悪妻"
"あくさしおん","アクサシオン"
"あくさん","アクサン"
"あくさんぐらーヴ","アクサングラーヴ"
"あくさんぐらーぶ","アクサングラーブ"
"あくさんしるこんふれっくす","アクサンシルコンフレックス"
"あくさんてぎゅ","アクサンテギュ"
"あぐさんでるすーるしゅう","アグサン・デル・スール州"
"あぐさんでるのるてしゅう","アグサン・デル・ノルテ州"
"あくしむ","アクシム"
"あくしゃむ","アクシャム"
"あくしゃやとぅりてぃーや","アクシャヤ・トゥリティーヤ"
"あくしゅ","握手"
"あくじょ","悪女"
"あくしょんぷろぐらむ","アクション・プログラム"
"あくす","アクス"
"あくす","アクス"
"あくす","アクス"
"あくーす","アクース"
"あくすし","アクス市"
"あくすちく","アクス地区"
"あくする","アクスル"
"あくせいこくしょくしゅ","悪性黒色腫"
"あくせきじま","悪石島"
"あくせしびりてぃー","アクセシビリティー"
"あくせす","アクセス"
"あくせすたいむ","アクセス・タイム"
"あくせすちゃーじ","アクセス・チャージ"
"あくせすもう","アクセス網"
"あくせら","アクセラ"
"あくた","アクタ"
"あくた","芥"
"あくだ","アクダ"
"あくたう","アクタウ"
"あくたがわ","芥川"
"あくたがわしょう","芥川賞"
"あくだま","悪玉"
"あくだまこれすてろーる","悪玉コレステロール"
"あくだるさんみゃく","アクダル山脈"
"あくちにど","アクチニド"
"あくちにどけいれつげんそ","アクチニド系列元素"
"あくちのいど","アクチノイド"
"あくちのうらにうむ","アクチノウラニウム"
"あくちのうらん","アクチノウラン"
"あくちのまいしん","アクチノマイシン"
"あくちのめーたー","アクチノメーター"
"あくちのらいと","アクチノライト"
"あくちのん","アクチノン"
"あくちーふ","アクチーフ"
"あくちぶ","アクチブ"
"あくちぶ","アクチブ"
"あくちぶぼいす","アクチブボイス"
"あくちゅありー","アクチュアリー"
"あくちゅえーたー","アクチュエーター"
"あくちゅびんすく","アクチュビンスク"
"あくちゅびんすくしゅう","アクチュビンスク州"
"あくちん","アクチン"
"あくちんいでんし","アクチン遺伝子"
"あくつまち","阿久津町"
"あくでぃけん","アクディケン"
"あくてぃはんとう","アクティ半島"
"あくてぃぶ","アクティブ"
"あくてぃぶ","アクティブ"
"あくてぃぶそなー","アクティブソナー"
"あくてぃぶぼいす","アクティブボイス"
"あくてぃぶほーみんぐ","アクティブホーミング"
"あくてぃべーしょん","アクティベーション"
"あくてぃべーたー","アクティベーター"
"あくてぃべーと","アクティベート"
"あくでにず","アクデニズ"
"あくでにずぼるげし","アクデニズ・ボルゲシ"
"あくとべ","アクトベ"
"あくとべしゅう","アクトベ州"
"あぐに","アグニ"
"あぐに","アグニ"
"あぐにそん","粟国村"
"あぐぬすでい","アグヌスデイ"
"あくぬーる","アクヌール"
"あくぬーるちく","アクヌール地区"
"あくね","アクネ"
"あくねし","阿久根市"
"あぐねす","アグネス"
"あぐのしあ","アグノシア"
"あぐのじあ","アグノジア"
"あぐのーじあ","アグノージア"
"あぐのーめん","アグノーメン"
"あくばびっと","アクバビット"
"あくばる","アクバル"
"あくばるたいてい","アクバル大帝"
"あくび","欠伸"
"あくびがた","欠形"
"あくふ","握斧"
"あぐふぁ","アグファ"
"あくまいと","アクマイト"
"あくまがにくい","悪魔がにくい"
